Student_ID,Name,Gender,Age,Department,Program,Year,Semester,Attendance,Assignment,CAT,FinalExam,StudyHours,InternetAccess,Device,ParentIncome,Scholarship,SkillsCount,Projects,LMSLogins,LibraryVisits,Location,Graduated,Placement,GPA,Total,Grade
S00163,Student_163,M,35,SE,BSc,1,2,57,34,71,91,9,Yes,Laptop,255580,Yes,9,8,138,15,Nakuru,Yes,Yes,2.8900000000000001,72.200000000000003,A
S00164,Student_164,F,24,SE,BSc,2,2,59,46,61,20,8,No,Desktop,154133,Yes,8,4,140,43,Nakuru,Yes,No,1.49,37.299999999999997,F
S00165,Student_165,F,26,DS,MSc,2,1,44,92,89,22,7,No,Desktop,289919,No,14,1,59,45,Nairobi,No,No,2.0600000000000001,51.600000000000001,C
S00166,Student_166,F,27,IT,BSc,1,2,81,92,72,68,3,Yes,Laptop,289011,Yes,15,4,76,49,Eldoret,Yes,Yes,3,74.900000000000006,A
S00167,Student_167,M,33,AI,BSc,3,2,50,85,100,26,3,No,Tablet,39705,Yes,1,1,83,28,Nakuru,No,No,2.2000000000000002,55,C
S00168,Student_168,F,26,SE,MSc,4,1,79,64,79,100,6,No,Laptop,23395,Yes,4,0,53,8,Eldoret,Yes,Yes,3.46,86.5,A
S00169,Student_169,M,27,IT,MSc,4,1,84,67,46,36,6,No,Tablet,221752,No,4,6,13,14,Nakuru,Yes,No,1.96,49,D
S00170,Student_170,M,23,CS,MSc,3,2,85,64,62,80,1,No,Desktop,45623,No,11,8,134,36,Eldoret,Yes,Yes,2.9500000000000002,73.700000000000003,A
S00171,Student_171,F,32,IT,BSc,4,1,44,92,33,78,12,No,Tablet,254687,No,6,8,176,1,Nairobi,Yes,No,2.7400000000000002,68.400000000000006,B
S00172,Student_172,M,34,SE,BSc,2,2,51,84,32,85,4,No,Desktop,236241,Yes,5,4,122,43,Eldoret,No,No,2.8300000000000001,70.799999999999997,A
S00173,Student_173,M,25,SE,MSc,1,1,70,33,49,43,10,Yes,Tablet,159427,Yes,15,0,14,41,Eldoret,No,No,1.8,44.899999999999999,D
S00174,Student_174,M,18,DS,BSc,1,1,94,86,72,45,12,No,Desktop,25104,No,14,7,68,15,Mombasa,Yes,No,2.54,63.5,B
S00175,Student_175,F,26,AI,MSc,4,1,96,54,75,92,1,Yes,Desktop,269799,No,0,1,178,26,Eldoret,Yes,Yes,3.2599999999999998,81.400000000000006,A
S00176,Student_176,F,27,DS,BSc,4,1,92,63,80,23,10,Yes,Laptop,213519,Yes,4,4,32,26,Eldoret,Yes,No,1.97,49.299999999999997,D
S00177,Student_177,F,26,CS,MSc,2,2,86,73,61,28,3,No,Desktop,248487,No,12,6,57,42,Eldoret,Yes,No,1.98,49.399999999999999,D
S00178,Student_178,M,28,DS,MSc,1,1,57,79,51,71,10,Yes,Desktop,51230,Yes,11,8,83,16,Mombasa,Yes,No,2.6899999999999999,67.200000000000003,B
S00179,Student_179,F,30,DS,MSc,1,2,56,82,76,92,10,Yes,Tablet,271336,No,12,1,28,42,Nairobi,Yes,Yes,3.3300000000000001,83.200000000000003,A
S00180,Student_180,M,23,AI,MSc,1,1,55,31,36,62,6,No,Laptop,115922,Yes,2,4,124,37,Nakuru,Yes,No,2,49.899999999999999,D
S00181,Student_181,M,34,CS,MSc,2,1,52,33,53,86,6,No,Desktop,169317,Yes,11,3,73,54,Nakuru,Yes,No,2.6200000000000001,65.400000000000006,B
S00182,Student_182,M,29,SE,BSc,3,2,61,50,40,51,2,Yes,Desktop,279711,No,11,4,1,17,Nairobi,Yes,No,1.98,49.600000000000001,D
S00183,Student_183,M,26,IT,BSc,2,2,68,39,73,29,12,Yes,Tablet,33216,Yes,10,4,60,28,Kisumu,Yes,No,1.75,43.700000000000003,D
S00184,Student_184,M,24,DS,MSc,1,2,66,82,86,60,7,Yes,Laptop,257354,Yes,3,1,183,31,Mombasa,Yes,Yes,2.8100000000000001,70.200000000000003,A
S00185,Student_185,M,28,DS,MSc,2,1,48,53,43,82,3,Yes,Desktop,67754,No,4,5,159,23,Eldoret,Yes,No,2.6000000000000001,65,B
S00186,Student_186,M,25,IT,BSc,1,1,83,92,61,86,1,Yes,Tablet,277738,No,11,7,120,31,Eldoret,Yes,Yes,3.2799999999999998,81.900000000000006,A
S00187,Student_187,M,32,SE,MSc,3,1,75,80,85,73,6,Yes,Tablet,46731,Yes,0,6,98,17,Kisumu,No,No,3.0800000000000001,77,A
S00188,Student_188,F,23,CS,MSc,1,1,88,92,50,64,11,Yes,Tablet,34668,No,3,8,34,37,Mombasa,Yes,No,2.77,69.200000000000003,B
S00189,Student_189,F,30,SE,MSc,3,1,52,31,41,53,8,No,Laptop,67084,No,8,8,106,41,Kisumu,Yes,No,1.8400000000000001,46.100000000000001,D
S00190,Student_190,F,25,AI,BSc,3,2,49,71,38,86,7,Yes,Laptop,169821,Yes,7,6,190,27,Nairobi,Yes,No,2.79,69.700000000000003,B
S00191,Student_191,F,35,CS,BSc,3,1,84,89,60,80,1,Yes,Desktop,178367,No,1,2,171,30,Eldoret,Yes,Yes,3.1299999999999999,78.200000000000003,A
S00192,Student_192,F,31,DS,BSc,4,2,59,70,54,88,12,Yes,Laptop,55981,No,14,7,63,3,Nakuru,Yes,Yes,2.9900000000000002,74.700000000000003,A
S00193,Student_193,F,20,CS,BSc,2,2,75,63,46,51,9,Yes,Laptop,197555,No,8,8,71,31,Kisumu,Yes,No,2.1899999999999999,54.799999999999997,C
S00194,Student_194,M,26,CS,BSc,2,1,56,43,28,27,11,No,Desktop,21527,Yes,15,0,174,36,Eldoret,Yes,No,1.3300000000000001,33.299999999999997,F
S00195,Student_195,M,22,SE,MSc,2,2,100,100,27,97,3,No,Desktop,252985,Yes,4,8,161,27,Eldoret,Yes,Yes,3.3599999999999999,83.900000000000006,A
S00196,Student_196,M,35,SE,MSc,4,2,55,78,42,86,3,Yes,Desktop,191113,No,10,4,171,2,Eldoret,Yes,Yes,2.8999999999999999,72.5,A
S00197,Student_197,F,25,SE,BSc,3,1,79,63,64,100,9,No,Tablet,190971,No,2,0,73,35,Kisumu,Yes,Yes,3.3300000000000001,83.299999999999997,A
S00198,Student_198,F,32,IT,BSc,3,1,42,97,74,89,9,Yes,Tablet,202802,No,14,5,58,36,Nakuru,Yes,Yes,3.3199999999999998,82.900000000000006,A
S00199,Student_199,M,22,IT,BSc,4,1,73,66,52,95,12,Yes,Desktop,117301,No,0,2,12,24,Nairobi,No,No,3.1400000000000001,78.400000000000006,A
S00200,Student_200,M,29,DS,BSc,2,2,57,52,35,64,1,No,Desktop,26462,Yes,1,3,161,47,Nakuru,Yes,No,2.2000000000000002,55.100000000000001,C
S00201,Student_201,M,18,IT,BSc,1,1,78,62,75,54,5,Yes,Laptop,35850,Yes,15,1,33,41,Nakuru,Yes,No,2.4900000000000002,62.200000000000003,B
S00202,Student_202,F,22,AI,BSc,1,1,78,90,58,86,1,Yes,Tablet,220651,No,9,7,22,44,Kisumu,Yes,Yes,3.2200000000000002,80.400000000000006,A
S00203,Student_203,F,27,IT,MSc,2,1,42,78,27,84,11,No,Laptop,188124,No,0,2,128,57,Mombasa,No,No,2.6899999999999999,67.200000000000003,B
S00204,Student_204,F,26,AI,BSc,2,2,95,78,54,93,7,No,Tablet,188218,No,0,4,140,44,Eldoret,Yes,Yes,3.2999999999999998,82.400000000000006,A
S00205,Student_205,M,26,AI,BSc,1,1,97,89,43,75,3,No,Desktop,151875,Yes,6,5,127,24,Eldoret,No,No,2.9399999999999999,73.599999999999994,A
S00206,Student_206,F,30,SE,MSc,1,2,97,87,86,87,3,No,Desktop,197536,Yes,0,7,180,15,Nakuru,Yes,Yes,3.5099999999999998,87.799999999999997,A
S00207,Student_207,F,31,AI,MSc,2,1,59,50,73,70,3,No,Laptop,141731,Yes,14,0,190,6,Nakuru,Yes,No,2.6200000000000001,65.5,B
S00208,Student_208,F,34,DS,MSc,4,1,76,58,41,40,12,No,Desktop,120118,Yes,7,8,21,5,Eldoret,Yes,No,1.8999999999999999,47.399999999999999,D
S00209,Student_209,F,24,IT,BSc,1,2,54,98,39,23,9,Yes,Desktop,118587,No,13,7,171,1,Nakuru,Yes,No,1.77,44.299999999999997,D
S00210,Student_210,F,19,CS,MSc,1,2,88,68,26,53,1,Yes,Laptop,30836,Yes,8,5,126,10,Mombasa,No,No,2.1600000000000001,54.100000000000001,C
S00211,Student_211,M,32,DS,MSc,3,2,66,38,60,52,4,Yes,Desktop,190720,No,4,1,99,44,Nairobi,Yes,No,2.0899999999999999,52.200000000000003,C
S00212,Student_212,M,25,IT,MSc,1,2,94,94,93,79,8,Yes,Desktop,75335,Yes,15,7,46,12,Nakuru,Yes,Yes,3.4500000000000002,86.299999999999997,A
S00213,Student_213,F,33,SE,BSc,2,2,54,96,74,42,8,Yes,Tablet,76608,Yes,15,4,61,59,Kisumu,Yes,No,2.4199999999999999,60.399999999999999,B
S00214,Student_214,F,34,SE,MSc,3,1,84,58,30,92,6,Yes,Laptop,292025,Yes,15,0,9,49,Nakuru,No,No,2.8799999999999999,72,A
S00215,Student_215,M,22,DS,MSc,3,1,94,47,28,88,9,No,Desktop,221562,No,12,1,172,36,Mombasa,Yes,No,2.7400000000000002,68.400000000000006,B
S00216,Student_216,M,18,DS,BSc,3,1,91,36,51,50,9,No,Tablet,83845,Yes,9,4,163,5,Kisumu,Yes,No,2.0600000000000001,51.5,C
S00217,Student_217,M,21,IT,BSc,2,1,78,55,86,49,8,No,Desktop,82910,Yes,0,1,76,28,Kisumu,Yes,No,2.4199999999999999,60.5,B
S00218,Student_218,M,34,CS,MSc,1,1,44,94,57,22,4,No,Tablet,50647,Yes,1,0,68,17,Nakuru,Yes,No,1.8200000000000001,45.600000000000001,D
S00219,Student_219,M,23,SE,BSc,3,2,54,56,31,50,7,No,Laptop,202886,No,7,1,28,17,Nairobi,Yes,No,1.9099999999999999,47.799999999999997,D
S00220,Student_220,M,22,CS,MSc,1,1,51,47,95,38,5,No,Desktop,37414,No,8,6,49,2,Nairobi,Yes,No,2.1000000000000001,52.5,C
S00221,Student_221,F,21,CS,BSc,4,2,43,66,38,42,1,No,Desktop,186657,Yes,7,0,200,58,Eldoret,Yes,No,1.8400000000000001,46.100000000000001,D
S00222,Student_222,F,21,SE,BSc,1,2,58,70,62,55,11,No,Tablet,38008,No,7,1,74,60,Kisumu,No,No,2.3900000000000001,59.700000000000003,C
S00223,Student_223,F,22,CS,BSc,1,1,87,71,92,45,1,Yes,Desktop,22833,No,1,1,65,17,Kisumu,Yes,No,2.5499999999999998,63.799999999999997,B
S00224,Student_224,M,32,DS,BSc,4,1,59,83,80,54,6,Yes,Desktop,157932,No,1,3,145,17,Eldoret,No,No,2.6200000000000001,65.5,B
S00225,Student_225,F,31,IT,BSc,4,2,45,31,76,32,12,No,Tablet,218316,No,2,4,81,55,Eldoret,No,No,1.6799999999999999,41.899999999999999,D
S00226,Student_226,M,30,CS,BSc,2,2,68,32,76,27,6,Yes,Tablet,68542,No,15,8,134,11,Nairobi,Yes,No,1.6799999999999999,41.899999999999999,D
S00227,Student_227,F,21,DS,BSc,3,2,97,53,50,38,8,No,Tablet,236888,Yes,11,2,136,40,Eldoret,Yes,No,1.97,49.299999999999997,D
S00228,Student_228,F,32,DS,MSc,2,1,44,100,100,49,9,No,Desktop,150992,Yes,0,2,11,33,Kisumu,Yes,No,2.7599999999999998,68.900000000000006,B
S00229,Student_229,F,23,SE,MSc,2,1,40,91,98,88,3,No,Laptop,115305,Yes,12,6,87,34,Eldoret,Yes,Yes,3.4300000000000002,85.799999999999997,A
S00230,Student_230,F,19,CS,BSc,4,1,95,65,84,65,4,Yes,Tablet,142030,No,10,0,107,33,Nairobi,Yes,Yes,2.8700000000000001,71.799999999999997,A
S00231,Student_231,F,19,IT,MSc,1,2,73,46,62,92,7,No,Tablet,245613,Yes,0,0,65,12,Nairobi,No,No,3,74.900000000000006,A
S00232,Student_232,F,35,IT,BSc,4,2,59,56,74,94,6,Yes,Desktop,287157,Yes,6,3,200,25,Mombasa,No,No,3.1600000000000001,78.900000000000006,A
S00233,Student_233,M,18,DS,BSc,3,1,76,33,80,38,8,Yes,Tablet,153256,Yes,0,0,110,8,Mombasa,Yes,No,1.97,49.200000000000003,D
S00234,Student_234,F,34,IT,MSc,3,1,100,77,76,47,8,Yes,Laptop,123432,No,0,1,167,22,Nairobi,Yes,No,2.5600000000000001,64.099999999999994,B
S00235,Student_235,F,21,AI,BSc,2,1,93,74,67,99,2,No,Desktop,296461,No,5,6,51,9,Eldoret,Yes,Yes,3.48,87,A
S00236,Student_236,F,34,DS,MSc,2,1,68,40,87,33,8,Yes,Tablet,139668,No,13,6,139,53,Nakuru,Yes,No,1.95,48.700000000000003,D
S00237,Student_237,M,23,AI,MSc,1,2,88,97,37,54,10,Yes,Laptop,259045,No,8,7,100,6,Nairobi,No,No,2.5,62.600000000000001,B
S00238,Student_238,F,24,AI,MSc,2,1,94,85,53,76,12,Yes,Tablet,237503,Yes,8,8,171,47,Mombasa,Yes,Yes,3,75,A
S00239,Student_239,M,33,DS,BSc,3,1,43,39,65,60,11,No,Tablet,25459,Yes,3,7,145,13,Nairobi,Yes,No,2.2000000000000002,55.100000000000001,C
S00240,Student_240,M,25,AI,BSc,4,2,81,34,86,75,9,Yes,Desktop,218055,No,3,2,112,41,Mombasa,Yes,No,2.7799999999999998,69.599999999999994,B
S00241,Student_241,M,23,IT,MSc,4,1,64,62,28,21,1,Yes,Laptop,85697,Yes,5,6,138,51,Eldoret,Yes,No,1.3999999999999999,34.899999999999999,F
S00242,Student_242,M,21,CS,MSc,2,1,93,78,43,62,8,No,Tablet,209134,No,5,7,49,36,Nakuru,Yes,No,2.5800000000000001,64.5,B
S00243,Student_243,F,30,IT,MSc,3,1,49,59,84,99,7,No,Desktop,85466,No,12,5,96,43,Kisumu,Yes,Yes,3.3199999999999998,83,A
S00244,Student_244,M,19,CS,BSc,3,1,65,46,62,80,1,Yes,Laptop,218441,Yes,8,4,108,7,Eldoret,Yes,No,2.7200000000000002,68.099999999999994,B
S00245,Student_245,M,33,DS,BSc,2,2,46,78,83,21,1,Yes,Desktop,126525,Yes,10,7,176,16,Mombasa,No,No,1.8899999999999999,47.299999999999997,D
S00246,Student_246,F,33,AI,BSc,2,2,69,31,45,39,6,Yes,Laptop,232873,No,14,5,138,36,Kisumu,Yes,No,1.6599999999999999,41.600000000000001,D
S00247,Student_247,F,34,AI,MSc,2,1,68,40,52,47,3,Yes,Desktop,43816,No,9,1,187,6,Kisumu,Yes,No,1.95,48.700000000000003,D
S00248,Student_248,M,19,CS,BSc,2,2,73,50,84,72,11,Yes,Laptop,137295,Yes,8,2,135,58,Mombasa,Yes,No,2.7999999999999998,70.099999999999994,A
S00249,Student_249,F,35,SE,BSc,3,2,55,86,50,26,12,Yes,Laptop,195016,No,15,4,14,51,Kisumu,Yes,No,1.8300000000000001,45.700000000000003,D
S00250,Student_250,M,21,DS,MSc,2,1,70,50,84,81,1,No,Laptop,133805,Yes,11,0,76,3,Mombasa,Yes,Yes,2.9700000000000002,74.299999999999997,A
S00251,Student_251,F,30,SE,BSc,1,1,55,92,96,96,4,No,Desktop,286734,Yes,5,3,123,26,Nakuru,Yes,Yes,3.6400000000000001,91.099999999999994,A
S00252,Student_252,M,27,IT,BSc,3,2,79,85,78,70,1,Yes,Desktop,256931,Yes,7,8,127,6,Nairobi,Yes,Yes,3.02,75.5,A
S00253,Student_253,F,33,AI,BSc,3,1,67,59,49,92,2,No,Laptop,137586,No,15,1,65,45,Nairobi,Yes,Yes,2.9700000000000002,74.299999999999997,A
S00254,Student_254,M,22,CS,BSc,4,1,81,58,40,28,11,Yes,Desktop,174271,Yes,0,3,69,19,Nairobi,Yes,No,1.6699999999999999,41.700000000000003,D
S00255,Student_255,F,20,DS,BSc,3,1,83,77,97,30,10,No,Tablet,286837,Yes,12,4,171,26,Mombasa,No,No,2.3199999999999998,58.100000000000001,C
S00256,Student_256,M,24,AI,MSc,1,2,51,72,84,93,11,No,Tablet,242043,No,7,3,139,38,Eldoret,No,No,3.3100000000000001,82.799999999999997,A
S00257,Student_257,M,35,AI,MSc,2,2,87,66,27,40,6,Yes,Desktop,45844,Yes,6,6,40,57,Nairobi,No,No,1.8899999999999999,47.299999999999997,D
S00258,Student_258,M,31,CS,MSc,4,2,73,31,26,99,8,Yes,Laptop,175664,Yes,11,5,1,53,Eldoret,Yes,No,2.73,68.200000000000003,B
S00259,Student_259,M,31,CS,BSc,4,1,97,60,33,39,5,Yes,Desktop,216276,No,9,2,10,8,Mombasa,Yes,No,1.9099999999999999,47.799999999999997,D
S00260,Student_260,F,28,SE,BSc,1,1,53,61,36,55,2,Yes,Laptop,88606,Yes,2,3,178,6,Nairobi,Yes,No,2.0899999999999999,52.200000000000003,C
S00261,Student_261,M,31,IT,MSc,3,2,57,38,78,84,8,No,Tablet,211535,No,3,8,85,16,Mombasa,Yes,Yes,2.8399999999999999,70.900000000000006,A
S00262,Student_262,M,34,AI,MSc,3,1,89,60,65,46,6,Yes,Laptop,165795,Yes,1,3,141,36,Eldoret,No,No,2.2799999999999998,56.899999999999999,C
S00263,Student_263,F,25,IT,MSc,3,1,58,77,84,89,9,No,Laptop,104896,Yes,13,4,125,16,Mombasa,Yes,Yes,3.2999999999999998,82.5,A
S00264,Student_264,F,28,CS,MSc,1,1,84,42,74,57,2,No,Laptop,68839,Yes,10,2,22,9,Nairobi,No,No,2.3999999999999999,60.100000000000001,B
S00265,Student_265,F,33,CS,BSc,2,2,99,69,80,34,4,Yes,Desktop,82649,Yes,15,7,133,57,Eldoret,Yes,No,2.27,56.700000000000003,C
S00266,Student_266,M,26,CS,BSc,3,2,75,47,70,25,3,No,Desktop,59609,Yes,5,0,113,48,Nairobi,No,No,1.74,43.399999999999999,D
S00267,Student_267,F,23,DS,MSc,1,2,100,52,94,98,4,Yes,Desktop,156026,No,5,5,25,48,Kisumu,Yes,Yes,3.5299999999999998,88.200000000000003,A
S00268,Student_268,F,33,CS,MSc,3,1,73,70,47,20,3,Yes,Laptop,298446,Yes,8,7,180,30,Mombasa,Yes,No,1.6299999999999999,40.700000000000003,D
S00269,Student_269,M,28,DS,BSc,4,2,90,47,63,75,3,No,Tablet,59805,No,13,2,134,40,Mombasa,Yes,No,2.7400000000000002,68.5,B
S00270,Student_270,M,33,IT,BSc,3,2,80,79,64,84,5,Yes,Desktop,60969,Yes,12,1,173,39,Kisumu,Yes,Yes,3.1400000000000001,78.599999999999994,A
S00271,Student_271,M,31,DS,BSc,2,1,64,81,62,90,6,Yes,Laptop,167230,No,10,8,87,48,Kisumu,Yes,Yes,3.2000000000000002,80,A
S00272,Student_272,M,30,IT,BSc,3,1,64,83,39,24,4,Yes,Tablet,244726,No,14,8,71,26,Nakuru,Yes,No,1.71,42.799999999999997,D
S00273,Student_273,M,25,AI,BSc,3,1,56,85,69,33,11,No,Desktop,165251,Yes,6,8,19,54,Nakuru,Yes,No,2.1200000000000001,52.899999999999999,C
S00274,Student_274,F,19,CS,BSc,2,2,80,88,31,27,8,No,Tablet,178822,Yes,6,6,75,17,Nairobi,Yes,No,1.8100000000000001,45.299999999999997,D
S00275,Student_275,F,31,IT,MSc,1,1,66,36,62,25,4,Yes,Tablet,298481,No,5,2,167,38,Mombasa,Yes,No,1.55,38.700000000000003,F
S00276,Student_276,F,22,SE,MSc,3,1,84,83,44,96,6,Yes,Laptop,35970,No,14,4,77,24,Kisumu,Yes,Yes,3.27,81.799999999999997,A
S00277,Student_277,M,18,CS,BSc,3,1,84,53,88,24,10,No,Desktop,72699,No,8,5,67,57,Nairobi,No,No,1.9399999999999999,48.600000000000001,D
S00278,Student_278,F,34,IT,MSc,2,2,57,50,67,91,3,No,Tablet,51416,No,0,4,64,40,Mombasa,Yes,Yes,2.98,74.599999999999994,A
S00279,Student_279,M,25,DS,MSc,2,2,54,86,81,29,2,Yes,Desktop,239807,No,13,1,86,30,Kisumu,Yes,No,2.1299999999999999,53.299999999999997,C
S00280,Student_280,F,32,AI,MSc,3,1,84,68,47,52,8,Yes,Desktop,183800,No,13,0,123,49,Eldoret,Yes,No,2.2999999999999998,57.399999999999999,C
S00281,Student_281,F,20,CS,MSc,3,2,50,48,31,78,10,No,Desktop,210577,No,12,8,106,9,Nakuru,No,No,2.3900000000000001,59.799999999999997,C
S00282,Student_282,F,18,AI,MSc,4,2,51,52,42,47,1,No,Tablet,204815,No,12,1,168,56,Eldoret,Yes,No,1.8999999999999999,47.399999999999999,D
S00283,Student_283,F,22,DS,MSc,2,1,74,72,27,92,2,No,Tablet,256791,No,0,1,196,3,Kisumu,Yes,Yes,2.9300000000000002,73.200000000000003,A
S00284,Student_284,F,33,CS,BSc,2,2,71,41,93,69,2,Yes,Tablet,99174,Yes,15,3,144,3,Nakuru,Yes,No,2.7400000000000002,68.400000000000006,B
S00285,Student_285,M,27,SE,MSc,4,2,51,52,28,95,1,Yes,Tablet,109692,Yes,13,0,190,9,Eldoret,No,No,2.7400000000000002,68.599999999999994,B
S00286,Student_286,M,18,DS,BSc,1,1,51,72,76,30,5,Yes,Desktop,180122,Yes,4,4,19,45,Nairobi,Yes,No,1.99,49.700000000000003,D
S00287,Student_287,M,35,AI,MSc,1,2,73,72,99,67,10,No,Tablet,83091,Yes,6,5,9,16,Nakuru,Yes,Yes,3,75,A
S00288,Student_288,M,31,AI,BSc,2,2,44,88,44,56,10,Yes,Tablet,286735,Yes,15,2,167,57,Nakuru,Yes,No,2.3500000000000001,58.799999999999997,C
S00289,Student_289,F,35,AI,BSc,2,1,65,52,71,98,4,No,Laptop,69755,No,4,5,91,21,Nairobi,Yes,Yes,3.2000000000000002,80.099999999999994,A
S00290,Student_290,F,29,CS,MSc,3,2,93,93,81,64,8,No,Laptop,298675,No,15,2,127,27,Nakuru,Yes,Yes,3.04,76.099999999999994,A
S00291,Student_291,M,29,SE,BSc,2,1,74,46,29,55,7,No,Tablet,239568,Yes,6,5,173,55,Nairobi,No,No,2,49.899999999999999,D
S00292,Student_292,F,30,SE,BSc,4,2,51,87,27,93,11,Yes,Tablet,278348,Yes,5,5,66,30,Nairobi,Yes,Yes,2.98,74.400000000000006,A
S00293,Student_293,M,29,SE,BSc,4,2,89,32,36,88,6,No,Desktop,136758,Yes,9,2,86,15,Nakuru,No,No,2.6600000000000001,66.5,B
S00294,Student_294,F,31,CS,MSc,2,1,84,83,84,66,5,No,Desktop,123664,No,6,8,15,49,Eldoret,Yes,Yes,2.9900000000000002,74.799999999999997,A
S00295,Student_295,F,26,IT,MSc,2,2,47,87,91,57,11,Yes,Desktop,94230,No,3,5,195,41,Nairobi,No,No,2.75,68.799999999999997,B
S00296,Student_296,F,28,AI,MSc,1,2,73,63,54,48,5,No,Tablet,236485,No,3,5,9,24,Mombasa,No,No,2.1899999999999999,54.700000000000003,C
S00297,Student_297,F,25,SE,MSc,4,1,66,58,86,57,10,Yes,Desktop,157929,Yes,8,5,191,35,Kisumu,Yes,No,2.5600000000000001,63.899999999999999,B
S00298,Student_298,F,28,IT,BSc,1,2,63,76,91,39,8,No,Laptop,104804,Yes,2,7,38,43,Nakuru,Yes,No,2.3700000000000001,59.200000000000003,C
S00299,Student_299,F,20,AI,BSc,3,2,94,53,80,64,5,Yes,Desktop,186162,Yes,12,7,83,49,Nairobi,Yes,No,2.7200000000000002,68,B
S00300,Student_300,M,33,SE,BSc,3,2,43,47,46,22,8,No,Laptop,287143,No,14,4,193,27,Nakuru,No,No,1.3600000000000001,33.899999999999999,F
S00301,Student_301,F,25,DS,MSc,3,1,93,66,97,44,7,Yes,Laptop,283030,Yes,1,8,172,35,Kisumu,No,No,2.5600000000000001,63.899999999999999,B
S00302,Student_302,F,30,IT,MSc,2,2,45,98,28,27,9,Yes,Tablet,224468,No,4,3,10,59,Kisumu,Yes,No,1.73,43.200000000000003,D
S00303,Student_303,M,21,CS,MSc,4,1,69,36,84,85,2,Yes,Laptop,57320,No,6,0,55,29,Kisumu,Yes,Yes,2.9399999999999999,73.400000000000006,A
S00304,Student_304,F,18,IT,BSc,1,2,45,55,83,59,6,No,Desktop,53565,No,10,7,98,32,Mombasa,No,No,2.46,61.600000000000001,B
S00305,Student_305,F,25,AI,BSc,3,2,74,62,35,77,11,No,Desktop,228438,Yes,15,8,161,17,Nakuru,Yes,No,2.6099999999999999,65.299999999999997,B
S00306,Student_306,M,20,SE,BSc,4,1,40,57,37,28,2,Yes,Laptop,180726,Yes,6,7,105,45,Kisumu,Yes,No,1.47,36.799999999999997,F
S00307,Student_307,M,32,AI,BSc,2,1,48,73,35,78,2,Yes,Desktop,38647,Yes,8,7,82,6,Nairobi,Yes,No,2.6200000000000001,65.400000000000006,B
S00308,Student_308,F,32,DS,MSc,4,2,77,62,31,33,5,No,Desktop,50253,Yes,5,8,39,59,Mombasa,Yes,No,1.71,42.799999999999997,D
S00309,Student_309,M,27,AI,MSc,1,2,54,94,41,64,4,Yes,Tablet,293812,No,3,1,158,5,Nairobi,Yes,No,2.5800000000000001,64.400000000000006,B
S00310,Student_310,F,18,DS,BSc,1,1,93,90,92,23,9,No,Desktop,208799,Yes,11,8,1,44,Kisumu,Yes,No,2.29,57.200000000000003,C
S00311,Student_311,M,33,DS,MSc,3,2,86,62,66,74,10,Yes,Tablet,203505,No,6,2,132,1,Eldoret,Yes,Yes,2.8500000000000001,71.200000000000003,A
S00312,Student_312,F,20,AI,BSc,1,2,65,86,40,38,6,No,Desktop,238689,No,2,3,19,4,Nairobi,No,No,2.0299999999999998,50.700000000000003,C
S00313,Student_313,M,35,CS,MSc,3,1,54,94,94,55,4,No,Desktop,260608,No,12,5,42,19,Nakuru,Yes,Yes,2.8199999999999998,70.5,A
S00314,Student_314,M,25,AI,BSc,3,2,85,69,100,65,10,Yes,Desktop,53234,Yes,11,3,188,52,Kisumu,Yes,Yes,2.9900000000000002,74.799999999999997,A
S00315,Student_315,M,21,CS,BSc,2,2,82,52,49,35,5,Yes,Desktop,260230,No,2,7,195,39,Eldoret,No,No,1.8400000000000001,45.899999999999999,D
S00316,Student_316,M,35,AI,BSc,3,2,47,37,65,59,8,Yes,Laptop,179978,No,5,2,157,12,Mombasa,Yes,No,2.1800000000000002,54.600000000000001,C
S00317,Student_317,F,23,CS,MSc,4,1,58,57,70,27,9,Yes,Laptop,169187,No,4,4,97,44,Nairobi,Yes,No,1.79,44.700000000000003,D
S00318,Student_318,F,23,SE,BSc,4,1,78,52,93,36,11,Yes,Desktop,119684,Yes,9,0,78,45,Eldoret,Yes,No,2.1899999999999999,54.799999999999997,C
S00319,Student_319,F,22,SE,MSc,2,2,43,95,91,74,12,Yes,Laptop,280932,Yes,15,4,179,3,Nakuru,Yes,Yes,3.1400000000000001,78.5,A
S00320,Student_320,F,29,AI,MSc,4,2,83,92,27,34,2,No,Laptop,188679,No,12,2,193,22,Kisumu,No,No,1.96,49.100000000000001,D
S00321,Student_321,F,21,AI,BSc,2,1,50,67,92,92,7,Yes,Tablet,140155,Yes,7,4,163,40,Nairobi,No,No,3.3100000000000001,82.799999999999997,A
S00322,Student_322,M,29,DS,BSc,2,2,76,38,90,95,5,Yes,Desktop,139537,No,1,1,154,17,Nakuru,Yes,Yes,3.23,80.700000000000003,A
S00323,Student_323,M,27,IT,MSc,4,1,50,46,61,43,1,Yes,Laptop,101794,No,7,7,127,18,Mombasa,Yes,No,1.9199999999999999,47.899999999999999,D
S00324,Student_324,F,35,SE,BSc,4,1,85,48,77,72,8,Yes,Desktop,182609,No,7,3,12,53,Eldoret,Yes,No,2.7799999999999998,69.5,B
S00325,Student_325,F,27,SE,MSc,2,1,99,47,66,89,3,Yes,Desktop,240962,Yes,13,0,65,1,Eldoret,No,No,3.0800000000000001,77,A
